sickness_name,symptoms
Chronic kidney disease,"nausea
vomiting
loss of appetite
fatigu and weakness
sleep problems
urin more or less
decreas mental sharpness
muscl cramps
swel of feet and ankles
dri  itchi skin
high blood pressur  hypertens  that s difficult to control
short of breath  if fluid build up in the lungs
chest pain  if fluid build up around the line of the heart
typ 1 or type 2 diabetes
high blood pressure
glomerulonephr  gloe mer u low nuh fri ti   an inflamm of the kidney s filter unit  glomeruli 
interstiti nephriti  in tur stish ul nuh fri ti   an inflamm of the kidney s tubul and surround structures
polycyst kidney diseas or other inherit kidney diseases
prolong obstruct of the urinari tract  from condit such as enlarg prostat  kidney stone and some cancers
vesicoureter  ve ih koe yoo ree tur ul  reflux  a condit that caus urin to back up into your kidneys
recurr kidney infect  also call pyelonephr  pie uh low nuh fri ti 
diabetes
high blood pressure
heart  cardiovascular  disease
smoking
obesity
b black  nativ american or asian american
famili histori of kidney disease
abnorm kidney structure
old age
frequ use of medic that can damag the kidneys
fluid retent  which could lead to swell in your arm and leg  high blood pressur  or fluid in your lung  pulmonari edema 
a sudden rise in potassium level in your blood  hyperkalemia   which could impair your heart s function and can be life threatening
anemia
heart disease
weak bone and an increas risk of bone fractures
decreas sex drive  erectil dysfunct or reduc fertility
damag to your central nervou system  which can caus difficulti concentr  person chang or seizures
decreas immun respons  which make you more vulner to infection
pericard  an inflamm of the saclik membran that envelop your heart  pericardium 
pregnanc complic that carri risk for the mother and the develop fetus
irrevers damag to your kidney  end stage kidney diseas   eventu requir either dialysi or a kidney transplant for survival
 when use nonprescript pain reliev  such as aspirin  ibuprofen  advil  motrin ib  other  and acetaminophen  tylenol  other   follow the instruct on the packag  take too mani pain reliev for a long time could lead to kidney damag 
 if you re at a healthi weight  maintain it by be physic activ most day of the week  if you need to lose weight  talk with your doctor about strategi for healthi weight loss 
 cigarett smoke can damag your kidney and make exist kidney damag wors  if you re a smoker  talk to your doctor about strategi for quit  support group  counsel and medic can all help you to stop 
 if you have diseas or condit that increas your risk of kidney diseas  work with your doctor to control them  ask your doctor about test to look for sign of kidney damag 
"
Chronic hives,"batch of welt  wheal  that can aris anywher on the body
welt that might be red  purpl or skin color  depend on your skin color
welt that vari in size  chang shape  and appear and fade repeatedly
itchi  pruritu   which can be intense
pain swell  angioedema  around the eye  cheek or lips
flar trigger by heat  exercis or stress
symptom that persist for more than six week and recur often and anytim  sometim for month or years
heat or cold
sunlight
vibr  such as caus by jog or use lawnmowers
pressur on the skin  as from a tight waistband
med condit  such as thyroid diseas  infect  allergi and cancer
 if you know what ha trigger your hive  tri to avoid that substanc 
 if pollen or anim contact ha trigger your hive in the past  take a bath or shower and chang your cloth if you re expos to pollen or anim 
"
Chronic daily headaches,"chronic migraine
chron tension type headache
new daili persist headache
hemicrania continua
affect one side or both side of your head
hav a pulsat  throb sensation
caus moder to sever pain
nausea  vomit or both
sensit to light and sound
affect both side of your head
caus mild to moder pain
caus pain that feel press or tighten  but not pulsating
often affect both side of your head
caus pain that feel like press or tighten  but not pulsating
caus mild to moder pain
might have featur of chronic migrain or chronic tension type headache
affect onli one side of your head
ar daili and continu with no pain free periods
caus moder pain with spike of sever pain
respond to the prescript pain reliev indomethacin  indocin 
can becom sever with develop of migrain like symptoms
tear or red of the eye on the affect side
nas congest or runni nose
droop eyelid or pupil narrowing
sens of restlessness
y usual have two or more headach a week
you take a pain reliev for your headach most days
you need more than the recommend dose of over the counter pain remedi to reliev your headaches
your headach pattern chang or your headach worsen
your headach are disabling
i sudden and severe
accompani a fever  stiff neck  confus  seizur  doubl vision  weak  numb or difficulti speaking
follow a head injury
get wors despit rest and pain medication
inflamm or other problem with the blood vessel in and around the brain  includ stroke
infect  such as meningitis
intracrani pressur that s either too high or too low
brain tumor
traumat brain injury
femal sex
anxiety
depression
sleep disturbances
obesity
snoring
overus of caffeine
overus of headach medication
oth chronic pain conditions
 keep a headach diari can help you determin what trigger your headach so that you can avoid the trigger  includ detail about everi headach  such as when it start  what you were do at the time and how long it last 
 take headach medic  includ over the counter medic  more than twice a week can increas the sever and frequenc of your headach  consult your doctor about how to wean yourself off the medic becaus there can be seriou side effect if done improperli 
 the averag adult need seven to eight hour of sleep a night  it s best to go to bed and wake up at the same time everi day  talk to your doctor if you have sleep disturb  such as snore 
 eat healthi meal at about the same time daili  avoid food or drink  such as those contain caffein  that seem to trigger headach  lose weight if you re obes 
 regular aerob physic activ can improv your physic and mental well be and reduc stress  with your doctor s ok  choos activ you enjoy   such as walk  swim or cycl  to avoid injuri  start slowli 
 stress is a common trigger of chronic headach  get organ  simplifi your schedul  plan ahead  stay posit  tri stress reduct techniqu  such as yoga  tai chi or medit 
 while some headach medic includ caffein becaus it can be benefici in reduc headach pain  it can also aggrav headach  tri to minim or elimin caffein from your diet 
"
Chronic cough,"a runni or stuffi nose
a feel of liquid run down the back of your throat  postnas drip 
frequent throat clear and sore throat
hoarseness
wheez and short of breath
heartburn or a sour tast in your mouth
in rare case  cough up blood
 when your nose or sinus produc extra mucu  it can drip down the back of your throat and trigger your cough reflex  thi condit is also call upper airway cough syndrom  uac  
 an asthma relat cough may come and go with the season  appear after an upper respiratori tract infect  or becom wors when you re expos to cold air or certain chemic or fragranc  in one type of asthma  cough variant asthma   a cough is the main symptom 
 in thi common condit  stomach acid flow back into the tube that connect your stomach and throat  esophagu   the constant irrit can lead to chronic cough  the cough  in turn  worsen gerd   a viciou cycl 
 a cough can linger long after other symptom of pneumonia  flu  a cold or other infect of the upper respiratori tract have gone away  a common but under recogn caus of a chronic cough in adult is pertussi  also known as whoop cough  chronic cough can also occur with fungal infect of the lung  tuberculosi  tb  infect or lung infect with nontubercul mycobacteri organ 
 copd  a chronic inflammatori lung diseas that caus obstruct airflow from the lung  includ chronic bronchiti and emphysema  chronic bronchiti can caus a cough that bring up color sputum  emphysema caus short of breath and damag the air sac in the lung  alveoli   most peopl with copd are current or former smoker 
 angiotensin convert enzym  ace  inhibitor  which are commonli prescrib for high blood pressur and heart failur  are known to caus chronic cough in some peopl 
aspir  food in adult  foreign bodi in children 
bronchiectasi  damag  dilat airway 
bronchiol  inflamm of the veri small airway of the lung 
cystic fibrosis
laryngopharyng reflux  stomach acid flow up into the throat 
lung cancer
nonasthmat eosinophil bronchiti  airway inflamm not caus by asthma 
sarcoidosi  collect of inflammatori cell in differ part of your bodi  most commonli the lung 
idiopath pulmonari fibrosi  chronic scar of the lung due to an unknown caus 
sleep disruption
headache
dizziness
vomiting
excess sweating
loss of bladder control  urinari incontin 
fractur ribs
pass out  syncop 
"
Huntington's disease,"involuntari jerk or writh movement  chorea 
muscl problem  such as rigid or muscl contractur  dystonia 
slow or unusu eye movements
impair gait  postur and balance
difficulti with speech or swallowing
difficulti organ  priorit or focus on tasks
lack of flexibl or the tendenc to get stuck on a thought  behavior or action  persever 
lack of impuls control that can result in outburst  act without think and sexual promiscuity
lack of awar of one s own behavior and abilities
slow in process thought or   find   words
difficulti in learn new information
feel of irrit  sad or apathy
soci withdrawal
insomnia
fatigu and loss of energy
frequ thought of death  die or suicide
 a condit mark by recurr  intrus thought and repetit behaviors
 which can caus elev mood  overact  impuls behavior and inflat self esteem
 a condit with altern episod of depress and mania
difficulti pay attention
rapid  signific drop in overal school performance
behavior problems
contract and rigid muscl that affect gait  especi in young children 
tremor or slight involuntari movements
frequ fall or clumsiness
seizures
pneumonia or other infections
injuri relat to falls
compl relat to the inabl to swallow
"
Cholecystitis,"sever pain in your upper right or center abdomen
pain that spread to your right shoulder or back
tend over your abdomen when it s touched
nausea
vomiting
fever
 most often  cholecyst is the result of hard particl that develop in your gallbladd  gallston   gallston can block the tube  cystic duct  through which bile flow when it leav the gallbladd  bile build up in the gallbladd  caus inflamm 
 a tumor may prevent bile from drain out of your gallbladd properli  thi caus bile buildup that can lead to cholecyst 
 stone or thicken bile and tini particl  sludg  can block the bile duct and lead to cholecyst  kink or scar of the bile duct can also caus blockag 
 
 and certain viral infect can trigger gallbladd inflamm 
 veri sever ill can damag blood vessel and decreas blood flow to the gallbladd  lead to cholecyst 
 if bile build up within your gallbladd  caus cholecyst  the bile may becom infect 
 untreat cholecyst can caus tissu in the gallbladd to die  gangren   it s the most common complic  especi among older peopl  those who wait to get treatment and those with diabet  thi can lead to a tear in the gallbladd  or it may caus your gallbladd to burst 
 a tear  perfor  in your gallbladd may result from gallbladd swell  infect or death of tissu 
 rapid weight loss can increas the risk of gallston 
 be overweight make you more like to develop gallston  to achiev a healthi weight  reduc calori and increas your physic activ  maintain a healthi weight by continu to eat well and exercis 
 diet high in fat and low in fiber may increas the risk of gallston  to lower your risk  choos a diet high in fruit  veget and whole grain 
"
Primary sclerosing cholangitis,"fatigue
itching
yellow eye and skin  jaundic 
abdomin pain
fever
chills
night sweats
enlarg liver
enlarg spleen
weight loss
 primari scleros cholang can occur at ani age  but it s most often diagnos between the age of 30 and 40 
 primari scleros cholang occur more often in men 
 a larg proport of peopl with primari scleros cholang also have inflammatori bowel diseas 
 peopl with northern european heritag have a higher risk of primari scleros cholang 
 chronic inflamm of the bile duct throughout your liver can lead to tissu scar  cirrhosi   liver cell death and  eventu  loss of liver function 
 if scar of the bile duct slow or stop the flow of bile out of the liver  you may experi frequent infect in the bile duct  the risk of infect is particularli high after you ve had a surgic procedur to expand a badli scar bile duct or remov a stone block a bile duct 

    

    

    
 peopl with primari scleros cholang may experi thin bone  osteoporosi   your doctor may recommend a bone densiti exam to test for osteoporosi everi few year  calcium and vitamin d supplement may be prescrib to help prevent bone loss 
 if you have primari scleros cholang  you have an increas risk of develop cancer in the bile duct or gallbladd 
 peopl with primari scleros cholang associ with inflammatori bowel diseas have an increas risk of colon cancer  if you ve been diagnos with primari scleros cholang  your doctor may recommend test for inflammatori bowel diseas  even if you have no sign or symptom  sinc the risk of colon cancer is elev if you have both diseas 
"
Chronic granulomatous disease,"fever 
chest pain when inhal or exhal 
swollen and sore lymph gland 
an ongo runni nose 
skin irrit that may includ a rash  swell or red 
swell and red in the mouth 
gastrointestin problem that may includ 
    

    
"
Cholestasis of pregnancy,"yellow of the skin and white of the eye  call jaundice
nausea
loss of appetite
oili  foul smell stools
 pregnanc hormon rise the closer you get to your due date  thi may slow the flow of bile 
 sometim  the condit run in famili  certain gene chang have been identifi that may be link to cholestasi of pregnanc 
 although the exact environment factor aren t clear  risk vari by geograph locat and season 
person or famili histori of cholestasi of pregnancy
histori of liver damag or diseas  includ hepat c and gallbladd stones
b pregnant with multipl babies
pregn at an older age  such as 35 year or older
b born too earli  also call preterm birth 
lung problem from breath in meconium  meconium is the sticki  green substanc that typic collect in the develop babi s intestin  meconium may pass into the amniot fluid if a mom ha cholestasi 
death of the babi late in pregnanc befor deliveri  also call stillbirth 
"
COPD,"short of breath  especi dure physic activities
wheezing
chest tightness
a chronic cough that may produc mucu  sputum  that may be clear  white  yellow or greenish
frequ respiratori infections
lack of energy
unintend weight loss  in later stage 
swell in ankl  feet or legs
 thi lung diseas caus destruct of the fragil wall and elast fiber of the alveoli  small airway collaps when you exhal  impair airflow out of your lung 
 in thi condit  your bronchial tube becom inflam and narrow and your lung produc more mucu  which can further block the narrow tube  you develop a chronic cough tri to clear your airway 
 the most signific risk factor for 
 is long term cigarett smoke  the more year you smoke and the more pack you smoke  the greater your risk  pipe smoker  cigar smoker and marijuana smoker also may be at risk  as well as peopl expos to larg amount of secondhand smoke 
 asthma  a chronic inflammatori airway diseas  may be a risk factor for develop 
  the combin of asthma and smoke increas the risk of 
 even more 
 long term exposur to chemic fume  vapor and dust in the workplac can irrit and inflam your lung 
 in the develop world  peopl expos to fume from burn fuel for cook and heat in poorli ventil home are at higher risk of develop 
 
 the uncommon genet disord alpha 1 antitrypsin defici is the caus of some case of 
  other genet factor like make certain smoker more suscept to the diseas 
 peopl with 
 are more like to catch cold  the flu and pneumonia  ani respiratori infect can make it much more difficult to breath and could caus further damag to lung tissu 
 for reason that aren t fulli understood  
 can increas your risk of heart diseas  includ heart attack
 peopl with 
 have a higher risk of develop lung cancer 
 
 may caus high blood pressur in the arteri that bring blood to your lung  pulmonari hypertens  
 difficulti breath can keep you from do activ that you enjoy  and deal with seriou ill can contribut to the develop of depress 
quit smoke to help reduc your risk of heart diseas and lung cancer 
get an annual flu vaccin and regular vaccin against pneumococc pneumonia to reduc your risk of or prevent some infect 
talk to your doctor if you feel sad or helpless or think that you may be experienc depress 
"
Chickenpox,"fever 
loss of appetit 
headach 
tired and a gener feel of be unwel 
rais bump call papul  which break out over a few day 
small fluid fill blister call vesicl  which form in about one day and then break and leak 
crust and scab  which cover the broken blister and take a few more day to heal 
the rash spread to one or both eye 
the rash get veri warm or tender  thi might be a sign that the skin is infect with bacteria 
you have more seriou symptom along with the rash  watch for dizzi  new confus  fast heartbeat  short of breath  shaki  loss of the abil to use muscl togeth  a cough that becom wors  vomit  stiff neck or a fever higher than 102 f  38 9 c  
you live with peopl who ve never had chickenpox and haven t gotten the chickenpox vaccin yet 
someon in your household is pregnant 
you live with someon who ha a diseas or take medicin that affect the immun system 
infect skin  soft tissu  bone  joint or bloodstream caus by bacteria 
dehydr  when the bodi run too low on water and other fluid 
pneumonia  an ill in one or both lung 
swell of the brain call enceph 
toxic shock syndrom  a danger complic of some ill caus by bacteria 
rey s syndrom  a diseas that caus swell in the brain and liver  thi can happen in children and teen who take aspirin dure chickenpox 
newborn and infant whose mother never had chickenpox or the vaccin  thi includ children under age 1  who have not yet had the vaccin 
teen and adult 
pregnant women who haven t had chickenpox 
peopl who smoke 
peopl with cancer or 
 who are take medic that ha an effect on the immun system 
peopl with a chronic condit  such as asthma  who take medicin that calm immun respons  or those who have had an organ transplant and take medicin to limit the immun system s action 
have a weaker immun system  thi includ peopl who have 
 or take medicin that have an effect on the immun system 
are allerg to gelatin or the antibiot neomycin 
have ani kind of cancer or are get cancer treatment with radiat or medicin 
recent receiv blood from a donor or other blood product 
"
Chest pain,"pressur  full  burn or tight in the chest 
crush or sear pain that spread to the back  neck  jaw  shoulder  and one or both arm 
pain that last more than a few minut  get wors with activ  goe away and come back  or vari in intens 
short of breath 
cold sweat 
dizzi  lightheaded or weak 
race heartbeat 
nausea or vomit 
a sour tast or a sensat of food reenter the mouth
troubl swallowing
pain that get better or wors when you chang bodi position
pain that get wors when you breath deepli or cough
tend when you push on your chest
pain that continu for mani hours
 thi is chest pain caus by poor blood flow to the heart  thi is often caus by the buildup of thick plaqu on the inner wall of the arteri that carri blood to the heart  these plaqu narrow the arteri and restrict the heart s blood suppli  particularli dure physic activ 
 a heart attack result from block blood flow to the heart muscl  often from a blood clot  angina can be the main symptom felt dure a heart attack 
 thi life threaten condit involv the main arteri lead from the heart  call the aorta  if the inner layer of thi blood vessel separ  blood is forc between the layer and can caus the aorta to ruptur 
 thi condit usual caus sharp pain that get wors when breath in or lie down 
 thi is a pain  burn feel behind the breastbon  it occur when stomach acid wash up from the stomach into the tube that connect the throat to the stomach  that tube is call the esophagu 
 problem with the esophagu can make swallow difficult and even pain 
 gallston or inflamm of the gallbladd or pancrea can caus stomach pain that spread to the chest 
 in thi condit  the cartilag of the rib cage  particularli the cartilag that join the rib to the breastbon  becom inflam and pain 
 chronic pain syndrom  such as fibromyalgia  may caus long term pain that affect the chest muscl 
 a bruis or broken rib can caus chest pain 
 a blood clot that get stuck in a lung arteri can block blood flow to lung tissu 
 thi condit caus chest pain that get wors when you breath in or cough 
 chest pain due a collaps lung typic begin suddenli  it can last for hour  it usual caus short of breath  a collaps lung occur when air leak into the space between the lung and the rib 
 thi condit affect the arteri carri blood to the lung  it can caus chest pain 
 if you have period of intens fear with chest pain  you may be have a panic attack  panic attack symptom also includ a rapid heartbeat  rapid breath  a lot of sweat  short of breath  nausea  dizzi and a fear of die  it can be hard to tell the differ between a heart attack and a panic attack  alway seek medic help if you aren t sure of the caus of chest pain 
 thi condit can caus intens pain and a band of blister from the back around to the chest area 
"
Chondrosarcoma,"increas pain
a grow lump or area of swelling
weak or bowel and bladder control problem  if the cancer press on the spinal cord
 chondrosarcoma occur most often in middl age and older adult  though it can occur at ani age 
 ollier s diseas and maffucci s syndrom are condit that caus noncancer bone growth  enchondroma  in the bodi  these growth sometim transform into chondrosarcoma 
"
Drug addiction (substance use disorder),"feel that you have to use the drug regularli   daili or even sever time a day
hav intens urg for the drug that block out ani other thoughts
ov time  need more of the drug to get the same effect
tak larger amount of the drug over a longer period of time than you intended
mak certain that you maintain a suppli of the drug
spend money on the drug  even though you can t afford it
not meet oblig and work respons  or cut back on social or recreat activ becaus of drug use
continu to use the drug  even though you know it s caus problem in your life or caus you physic or psycholog harm
do thing to get the drug that you normal wouldn t do  such as stealing
driv or do other riski activ when you re under the influenc of the drug
spend a good deal of time get the drug  use the drug or recov from the effect of the drug
fail in your attempt to stop use the drug
experienc withdraw symptom when you attempt to stop take the drug
   frequent miss school or work  a sudden disinterest in school activ or work  or a drop in grade or work performance
   lack of energi and motiv  weight loss or gain  or red eyes
   lack of interest in cloth  groom or looks
   major effort to bar famili member from enter the teenag s room or be secret about go out with friend  or drastic chang in behavior and in relationship with famili and friends
   sudden request for money without a reason explan  or your discoveri that money is miss or ha been stolen or that item have disappear from your home  indic mayb they re be sold to support drug use
a sens of euphoria or feel  high 
a heighten sens of visual  auditori and tast perception
increas blood pressur and heart rate
r eyes
dri mouth
decreas coordination
difficulti concentr or remembering
slow reaction time
anxieti or paranoid thinking
cannabi odor on cloth or yellow fingertips
major crave for certain food at unusu times
decreas mental sharpness
poor perform at school or at work
ongo cough and frequent lung infections
a sens of euphoria or feel  high 
elev mood
an alter sens of visual  auditori and tast perception
extrem anxieti or agitation
paranoia
hallucinations
increas heart rate and blood pressur or heart attack
vomiting
confusion
viol behavior
feel  high 
increas sociability
increas energi and agitation
increas sex drive
increas heart rate and blood pressure
problem think clearly
loss of muscl control
paranoia
pan attacks
hallucinations
delirium
psychot and violent behavior
 an exampl is phenobarbit 
 exampl includ sed  such as diazepam  valium   alprazolam  xanax   lorazepam  ativan   clonazepam  klonopin  and chlordiazepoxid  librium  
 exampl includ prescript sleep medicin such as zolpidem  ambien  and zaleplon  sonata  
drowsiness
slur speech
lack of coordination
irrit or chang in mood
problem concentr or think clearly
memori problems
involuntari eye movements
lack of inhibition
slow breath and reduc blood pressure
fal or accidents
dizziness
feel of happi excit and too much confidence
increas alertness
increas energi and restlessness
behavior chang or aggression
rapid or rambl speech
larg than usual pupil  the black circl in the middl of the eyes
confus  delus and hallucinations
irrit  anxieti or paranoia
chang in heart rate  blood pressur and bodi temperature
nausea or vomit with weight loss
poor judgment
nas congest and damag to the mucou membran of the nose  if snort drug 
mouth sore  gum diseas and tooth decay from smoke drug   meth mouth  
insomnia
depress as the drug wear off
hallucinations
paranoia
larg than usual pupils
chil and sweating
involuntari shake  tremor 
behavior changes
muscl cramp and teeth clenching
muscl relax  poor coordin or problem moving
reduc inhibitions
heighten or alter sens of sight  sound and taste
poor judgment
memori problem or loss of memory
reduc consciousness
increas or decreas heart rate and blood pressure
hallucinations
greatli reduc percept of realiti  for exampl  interpret input from one of your sens as anoth  such as hear colors
impuls behavior
rapid shift in emotions
perman mental chang in perception
rapid heart rate and high blood pressure
tremors
flashback  a reexperi of the hallucin   even year later
a feel of be separ from your bodi and surroundings
hallucinations
problem with coordin and movement
aggress  possibl violent behavior
involuntari eye movements
lack of pain sensation
increas in blood pressur and heart rate
problem with think and memory
problem speaking
poor judgment
intoler to loud noise
sometim seizur or coma
possess an inhal substanc without a reason explanation
brief happi excitement
behav as if drunk
reduc abil to keep impuls under control
aggress behavior or eager to fight
dizziness
nausea or vomiting
involuntari eye movements
appear under the influenc of drug  with slur speech  slow movement and poor coordination
irregular heartbeats
tremors
ling odor of inhal material
rash around the nose and mouth
a sens of feel  high 
reduc sens of pain
agit  drowsi or sedation
slur speech
problem with attent and memory
pupil that are smaller than usual
lack of awar or inattent to surround peopl and things
problem with coordination
depression
confusion
constipation
runni nose or nose sore  if snort drug 
needl mark  if inject drug 
you can t stop use a drug
you continu use the drug despit the harm it causes
your drug use ha led to unsaf behavior  such as share needl or unprotect sex
you think you may be have withdraw symptom after stop drug use
may have overdosed
show chang in consciousness
ha troubl breathing
ha seizur or convulsions
ha sign of a possibl heart attack  such as chest pain or pressure
ha ani other troublesom physic or psycholog reaction to use of the drug
 environment factor  includ your famili s belief and attitud and exposur to a peer group that encourag drug use  seem to play a role in initi drug use 
 onc you ve start use a drug  the develop into addict may be influenc by inherit  genet  trait  which may delay or speed up the diseas progress 
 drug addict is more common in some famili and like involv an increas risk base on gene  if you have a blood rel  such as a parent or sibl  with alcohol or drug addict  you re at greater risk of develop a drug addict 
 if you have a mental health disord such as depress  attent deficit hyperact disord  adhd  or post traumat stress disord  you re more like to becom addict to drug  use drug can becom a way of cope with pain feel  such as anxieti  depress and loneli  and can make these problem even wors 
 peer pressur is a strong factor in start to use and misus drug  particularli for young peopl 
 difficult famili situat or lack of a bond with your parent or sibl may increas the risk of addict  as can a lack of parent supervis 
 use drug at an earli age can caus chang in the develop brain and increas the likelihood of progress to drug addict 
 some drug  such as stimul  cocain or opioid painkil  may result in faster develop of addict than other drug  smoke or inject drug can increas the potenti for addict  take drug consid less addict   so call  light drug    can start you on a pathway of drug use and addict 
methamphetamin  opiat and cocain are highli addict and caus multipl short term and long term health consequ  includ psychot behavior  seizur or death due to overdos  opioid drug affect the part of the brain that control breath  and overdos can result in death  take opioid with alcohol increas thi risk 
 and flunitrazepam may caus sedat  confus and memori loss  these so call  date rape drug  are known to impair the abil to resist unwant contact and recollect of the event  at high dose  they can caus seizur  coma and death  the danger increas when these drug are taken with alcohol 
   also known as molli or ecstasi   can interfer with the bodi s abil to regul temperatur  a sever spike in bodi temperatur can result in liver  kidney or heart failur and death  other complic can includ sever dehydr  lead to seizur  long term  
 can damag the brain  
one particular danger of club drug is that the liquid  pill or powder form of these drug avail on the street often contain unknown substanc that can be harm  includ other illeg manufactur or pharmaceut drug 
due to the toxic natur of inhal  user may develop brain damag of differ level of sever  sudden death can occur even after a singl exposur 
 peopl who are addict to a drug are more like to get an infecti diseas  such as 
  either through unsaf sex or by share needl with other  
 drug addict can lead to a rang of both short term and long term mental and physic health problem  these depend on what drug is taken 
 peopl who are addict to drug are more like to drive or do other danger activ while under the influenc 
 peopl who are addict to drug die by suicid more often than peopl who aren t addict 
 behavior chang may caus relationship or famili conflict and custodi issu 
 drug use can caus declin perform at work  absente and eventu loss of employ 
 drug use can neg affect academ perform and motiv to excel in school 
 legal problem are common for drug user and can stem from buy or possess illeg drug  steal to support the drug addict  drive while under the influenc of drug or alcohol  or disput over child custodi 
 spend money to support drug use take away money from other need  could lead to debt  and can lead to illeg or uneth behavior 
 talk to your children about the risk of drug use and misus 
 be a good listen when your children talk about peer pressur and be support of their effort to resist it 
 don t misus alcohol or addict drug  children of parent who misus drug are at greater risk of drug addict 
 work on your relationship with your children  a strong  stabl bond between you and your child will reduc your child s risk of use or misus drug 
 monitor your crave  it may seem like you ve recov and you don t need to keep take step to stay drug free  but your chanc of stay drug free will be much higher if you continu see your therapist or counselor  go to support group meet and take prescrib medicin 
 don t go back to the neighborhood where you use to get your drug  and stay away from your old drug crowd 
 if you start use the drug again  talk to your health care provid  your mental health provid or someon els who can help you right away 
"
Childhood obesity," regularli eat high calori food  such as fast food  bake good and vend machin snack  can caus your child to gain weight  candi and dessert also can caus weight gain  and more and more evid point to sugari drink  includ fruit juic and sport drink  as culprit in obes in some peopl 
 children who don t exercis much are more like to gain weight becaus they don t burn as mani calori  too much time spent in sedentari activ  such as watch televis or play video game  also contribut to the problem  tv show also often featur ad for unhealthi food 
 if your child come from a famili of overweight peopl  he or she may be more like to put on weight  thi is especi true in an environ where high calori food are alway avail and physic activ isn t encourag 
 person  parent and famili stress can increas a child s risk of obes  some children overeat to cope with problem or to deal with emot  such as stress  or to fight boredom  their parent might have similar tendenc 
 peopl in some commun have limit resourc and limit access to supermarket  as a result  they might buy conveni food that don t spoil quickli  such as frozen meal  cracker and cooki  also  peopl who live in lower incom neighborhood might not have access to a safe place to exercis 
 some prescript drug can increas the risk of develop obes  they includ prednison  lithium  amitriptylin  paroxetin  paxil   gabapentin  neurontin  gralis  horiz  and propranolol  inder  hemangeol  
 thi chronic condit affect the way your child s bodi use sugar  glucos   obes and a sedentari lifestyl increas the risk of type 2 diabet 
 a poor diet can caus your child to develop one or both of these condit  these factor can contribut to the buildup of plaqu in the arteri  which can caus arteri to narrow and harden  possibl lead to a heart attack or stroke later in life 
 extra weight caus extra stress on hip and knee  childhood obes can caus pain and sometim injuri in the hip  knee and back 
 asthma is more common in children who are overweight  these children are also more like to develop obstruct sleep apnea  a potenti seriou disord in which a child s breath repeatedli stop and start dure sleep 
 thi disord  which usual caus no symptom  caus fatti deposit to build up in the liver  
 can lead to scar and liver damag 
 make healthi eat and regular physic activ a famili affair  everyon will benefit and no one will feel singl out 
 option includ air pop popcorn without butter  fruit with low fat yogurt  babi carrot with hummu  or whole grain cereal with low fat milk 
 don t be discourag if your child doesn t immedi like a new food  it usual take multipl exposur to a food to gain accept 
 promis candi for good behavior is a bad idea 
 some studi indic that too littl sleep may increas the risk of obes  sleep depriv can caus hormon imbal that lead to increas appetit 
"
Cervicitis,"larg amount of unusu vagin discharge
frequ  pain urination
pain dure sex
bleed between menstrual periods
vagin bleed after sex  not associ with a menstrual period
persist  unusu vagin discharge
nonmenstru vagin bleeding
pain dure sex
 most often  the bacteri and viral infect that caus cervic are transmit by sexual contact  cervic can result from common sexual transmit infect  sti   includ gonorrhea  chlamydia  trichomoniasi and genit herp 
 an allergi  either to contracept spermicid or to latex in condom  may lead to cervic  a reaction to feminin hygien product  such as douch or feminin deodor  also can caus cervic 
 an overgrowth of some of the bacteria that are normal present in the vagina  bacteri vaginosi  can lead to cervic 
engag in high risk sexual behavior  such as unprotect sex  sex with multipl partner or sex with someon who engag in high risk behaviors
began have sexual intercours at an earli age
hav a histori of sexual transmit infections
"
